time_ms,temp1_v,temp2_v,trigger
  3819,157,191,1
  3837,157,191,1
  3856,157,191,1
  3875,157,191,1
  3894,157,191,1
  3912,157,191,1
  3932,157,191,1
  3950,157,190,1
  3969,157,191,1
  3987,157,191,1
  4006,157,191,1
  4025,157,191,1
  4043,157,191,1
  4063,157,191,1
  4081,157,191,1
  4100,157,191,1
  4118,157,191,1
  4138,157,191,1
  4156,157,191,1
  4174,157,191,1
  4193,158,191,1
  4212,157,191,1
  4231,157,191,1
  4249,157,191,1
  4269,157,191,1
  4287,157,191,1
  4305,157,191,1
  4324,157,191,1
  4343,157,191,1
  4362,158,191,0
  4380,158,191,0
  4400,158,192,0
  4418,158,191,0
  4437,158,191,0
  4455,157,191,1
  4474,157,191,1
  4493,157,191,1
  4511,157,191,1
  4531,157,191,1
  4549,157,191,1
  4568,157,191,1
  4586,157,191,1
  4605,157,191,1
  4624,157,191,1
  4642,156,191,1
  4662,157,191,1
  4680,157,191,1
  4699,157,191,1
  4717,157,191,1
  4737,157,191,1
  4755,157,191,1
  4773,157,191,1
  4792,157,191,1
  4811,157,191,1
  4830,157,191,1
  4848,157,191,1
  4868,157,191,1
  4886,157,191,1
  4904,157,191,1
  4923,157,191,1
  4942,157,191,1
  4961,157,191,1
  4979,157,191,1
  4999,157,191,1
  5017,157,191,1
  5036,157,191,1
  5054,157,191,1
  5073,157,191,1
  5092,157,191,1
  5110,157,191,1
  5130,157,191,1
  5148,157,191,1
  5167,157,191,1
  5185,157,191,1
  5205,158,191,0
  5223,158,192,0
  5241,158,191,0
  5261,158,192,0
  5279,158,191,0
  5298,156,191,1
  5316,156,191,1
  5336,156,191,1
  5354,157,191,1
  5372,157,191,1
  5391,157,191,1
  5410,157,191,1
  5429,156,191,1
  5447,157,191,1
  5467,157,190,1
  5485,157,191,1
  5504,157,191,1
  5522,156,191,1
  5541,156,191,1
  5560,156,191,1
  5578,157,191,1
  5598,157,191,1
  5616,156,191,1
  5635,157,191,1
  5653,157,191,1
  5672,157,191,1
  5691,156,191,1
  5709,157,191,1
  5729,157,191,1
  5747,157,191,1
  5766,157,191,1
  5784,157,191,1
  5804,157,191,1
  5822,156,191,1
  5840,157,191,1
  5860,156,191,1
  5878,157,191,1
  5897,156,191,1
  5915,157,191,1
  5935,157,191,1
  5953,156,191,1
  5971,157,191,1
  5990,156,191,1
  6009,157,191,1
  6028,157,191,1
  6046,157,191,0
  6066,157,192,0
  6084,158,191,0
  6103,158,191,0
  6121,158,192,0
  6140,156,191,1
  6159,157,192,1
  6177,156,191,1
  6197,157,191,1
  6215,157,191,1
  6234,156,191,1
  6252,157,191,1
  6272,156,191,1
  6290,157,191,1
  6308,157,191,1
  6328,157,191,1
  6346,157,191,1
  6365,157,191,1
  6383,157,191,1
  6403,157,191,1
  6421,157,191,1
  6439,157,191,1
  6459,157,191,1
  6477,157,191,1
  6496,157,191,1
  6514,156,191,1
  6534,157,191,1
  6552,157,191,1
  6571,156,191,1
  6589,157,191,1
  6608,157,191,1
  6627,156,191,1
  6645,156,191,1
  6665,156,191,1
  6683,157,191,1
  6702,156,191,1
  6720,157,191,1
  6739,156,191,1
  6758,156,191,1
  6776,157,191,1
  6796,157,191,1
  6814,156,191,1
  6833,156,191,1
  6851,157,191,1
  6871,157,191,1
  6889,157,192,0
  6907,157,191,0
  6927,157,191,0
  6945,158,191,0
  6964,158,192,0
  6982,157,191,1
  7002,156,191,1
  7020,157,191,1
  7038,156,191,1
  7058,157,191,1
  7076,157,191,1
  7095,156,191,1
  7113,156,191,1
  7133,157,191,1
  7151,156,191,1
  7170,157,191,1
  7188,156,191,1
  7207,156,191,1
  7226,156,191,1
  7244,157,191,1
  7264,156,191,1
  7282,156,191,1
  7301,156,191,1
  7319,156,191,1
  7339,157,191,1
  7357,157,191,1
  7375,156,191,1
  7395,157,191,1
  7413,157,191,1
  7432,157,191,1
  7450,156,191,1
  7470,157,191,1
  7488,157,191,1
  7506,157,191,1
  7526,157,191,1
  7544,157,191,1
  7563,157,191,1
  7581,157,191,1
  7601,157,191,1
  7619,156,191,1
  7638,157,191,1
  7657,157,191,1
  7675,157,191,1
  7694,156,191,1
  7712,157,192,0
  7732,157,192,0
  7750,157,192,0
  7769,157,191,0
  7787,158,191,0
  7806,156,191,1
  7825,157,191,1
  7843,156,191,1
  7863,156,191,1
  7881,157,191,1
  7900,156,191,1
  7918,157,191,1
  7938,157,191,1
  7956,157,192,1
  7974,156,191,1
  7994,157,191,1
  8012,157,191,1
  8031,156,191,1
  8049,157,191,1
  8069,157,191,1
  8087,157,191,1
  8106,157,191,1
  8125,157,192,1
  8143,156,191,1
  8162,157,191,1
  8180,157,191,1
  8200,157,191,1
  8218,157,191,1
  8237,156,192,1
  8256,157,192,1
  8274,157,192,1
  8293,157,192,1
  8311,156,191,1
  8331,157,191,1
  8349,157,192,1
  8368,157,192,1
  8386,157,192,1
  8406,157,191,1
  8424,156,192,1
  8442,157,192,1
  8462,157,192,1
  8480,157,191,1
  8499,157,191,1
  8517,157,191,1
  8537,158,192,0
  8555,157,192,0
  8573,157,192,0
  8593,158,192,0
  8611,157,192,1
  8630,157,191,1
  8648,156,191,1
  8668,157,191,1
  8686,157,192,1
  8705,157,192,1
  8724,157,191,1
  8742,157,191,1
  8761,156,191,1
  8779,157,192,1
  8799,157,192,1
  8817,157,192,1
  8836,157,191,1
  8855,157,192,1
  8874,157,191,1
  8892,156,192,1
  8910,157,192,1
  8930,157,191,1
  8948,157,192,1
  8967,157,191,1
  8985,157,192,1
  9005,157,191,1
  9023,157,191,1
  9041,157,192,1
  9061,157,192,1
  9079,156,191,1
  9098,157,192,1
  9116,157,191,1
  9136,157,192,1
  9154,157,192,1
  9173,157,191,1
  9192,157,192,1
  9210,157,192,1
  9229,157,192,1
  9247,157,191,1
  9267,157,191,1
  9285,156,192,1
  9304,157,192,1
  9323,157,192,1
  9341,158,192,0
  9360,158,192,0
  9378,158,193,0
  9398,158,192,0
  9416,157,192,0
  9435,157,191,1
  9454,157,192,1
  9473,157,192,1
  9491,157,192,1
  9509,157,192,1
  9529,157,191,1
  9547,157,192,1
  9566,157,192,1
  9584,157,192,1
  9604,157,192,1
  9622,157,192,1
  9640,157,192,1
  9660,157,192,1
  9678,157,192,1
  9697,157,192,1
  9715,157,192,1
  9735,156,191,1
  9753,157,192,1
  9772,157,192,1
  9791,157,191,1
  9809,156,192,1
  9828,157,192,1
  9846,157,192,1
  9866,157,192,1
  9884,157,192,1
  9903,157,192,1
  9922,157,192,1
  9941,156,192,1
  9959,157,192,1
  9977,157,192,1
  9997,157,192,1
 10015,157,192,1
 10034,157,192,1
 10053,156,191,1
 10072,157,191,1
 10090,156,192,1
 10108,157,192,1
 10128,157,191,1
 10146,158,192,0
 10165,158,192,0
 10183,158,192,0
 10203,157,192,0
 10221,157,192,0
 10240,157,192,1
 10259,157,192,1
 10277,157,192,1
 10296,157,192,1
 10314,156,192,1
 10334,157,192,1
 10352,157,192,1
 10371,156,192,1
 10390,156,191,1
 10408,156,192,1
 10427,157,192,1
 10445,157,192,1
 10465,157,192,1
 10483,157,192,1
 10502,156,192,1
 10521,156,192,1
 10540,157,192,1
 10558,157,192,1
 10576,157,192,1
 10596,157,192,1
 10614,157,192,1
 10633,157,192,1
 10652,157,192,1
 10671,157,192,1
 10689,157,192,1
 10707,157,192,1
 10727,157,192,1
 10745,157,192,1
 10764,157,192,1
 10782,156,192,1
 10802,157,192,1
 10820,157,192,1
 10839,156,192,1
 10858,157,192,1
 10876,157,191,1
 10895,156,192,1
 10913,156,192,1
 10933,157,192,1
 10951,158,192,0
 10970,157,192,0
 10989,157,192,0
 11008,158,192,0
 11026,158,192,0
 11044,156,192,1
 11064,157,192,1
 11082,156,192,1
 11101,157,192,1
 11120,157,192,1
 11139,157,192,1
 11157,157,192,1
 11175,156,192,1
 11195,157,192,1
 11213,157,192,1
 11232,156,192,1
 11251,156,192,1
 11270,157,192,1
 11288,157,192,1
 11307,156,191,1
 11326,157,192,1
 11344,157,192,1
 11363,156,192,1
 11381,157,192,1
 11401,157,192,1
 11419,157,192,1
 11438,157,192,1
 11457,157,192,1
 11475,156,192,1
 11494,157,192,1
 11512,156,192,1
 11532,157,192,1
 11550,157,192,1
 11569,156,192,1
 11588,156,192,1
 11607,156,192,1
 11625,156,192,1
 11643,156,192,1
 11663,156,192,1
 11681,157,192,1
 11700,156,192,1
 11719,157,192,1
 11738,157,192,1
 11756,158,192,0
 11774,157,192,0
 11794,157,192,0
 11812,157,192,0
 11831,158,192,0
 11850,157,192,1
 11869,157,192,1
 11887,157,192,1
 11906,157,192,1
 11925,157,192,1
 11943,157,192,1
 11962,157,192,1
 11980,156,192,1
 12000,157,192,1
 12018,157,192,1
 12037,157,192,1
 12056,156,192,1
 12075,157,192,1
 12093,156,192,1
 12111,157,192,1
 12131,157,192,1
 12149,157,192,1
 12168,157,192,1
 12187,156,192,1
 12206,157,192,1
 12224,157,192,1
 12242,157,192,1
 12262,157,192,1
 12280,156,192,1
 12299,157,192,1
 12318,156,192,1
 12337,156,192,1
 12355,157,192,1
 12374,157,192,1
 12393,157,192,1
 12411,156,192,1
 12430,157,192,1
 12449,157,192,1
 12468,157,192,1
 12486,157,192,1
 12505,157,192,1
 12524,157,192,1
 12542,157,192,1
 12561,157,192,1
 12579,158,192,0
 12599,158,192,0
 12617,158,192,0
 12636,158,193,0
 12655,156,192,1
 12674,157,192,1
 12692,157,192,1
 12710,156,192,1
 12730,156,192,1
 12748,156,192,1
 12767,157,192,1
 12786,157,192,1
 12805,156,192,1
 12823,157,193,1
 12842,156,192,1
 12861,157,192,1
 12879,157,192,1
 12898,157,192,1
 12917,157,192,1
 12936,157,192,1
 12954,157,192,1
 12973,157,192,1
 12992,157,192,1
 13010,156,192,1
 13029,156,192,1
 13048,157,192,1
 13067,157,192,1
 13085,157,192,1
 13104,156,192,1
 13123,157,192,1
 13142,156,192,1
 13160,157,192,1
 13178,157,192,1
 13198,157,192,1
 13216,156,192,1
 13235,156,193,1
 13254,157,192,1
 13273,157,192,1
 13291,157,192,1
 13309,157,192,1
 13329,156,192,1
 13347,157,192,1
 13366,157,192,1
 13385,158,192,0
 13404,157,192,0
 13422,157,193,0
 13441,158,193,0
 13460,157,193,0
 13478,156,192,1
 13497,157,192,1
 13516,157,192,1
 13535,157,192,1
 13553,157,192,1
 13572,157,192,1
 13591,157,192,1
 13610,156,192,1
 13628,157,193,1
 13647,157,192,1
 13666,157,192,1
 13684,157,192,1
 13703,157,192,1
 13722,156,192,1
 13741,156,192,1
 13759,156,192,1
 13777,156,192,1
 13797,157,192,1
 13815,156,192,1
 13834,157,192,1
 13853,156,192,1
 13872,156,193,1
 13890,156,192,1
 13909,156,193,1
 13928,156,192,1
 13946,157,192,1
 13965,157,193,1
 13984,156,192,1
 14003,157,192,1
 14021,157,192,1
 14040,157,192,1
 14059,157,193,1
 14077,157,192,1
 14096,157,192,1
 14115,157,192,1
 14134,157,192,1
 14152,157,192,1
 14171,156,193,1
 14190,158,193,0
 14209,157,193,0
 14227,158,193,0
 14246,158,193,0
 14265,157,193,0
 14283,157,192,1
 14302,157,193,1
 14321,157,193,1
 14340,157,192,1
 14358,157,192,1
 14376,157,192,1
 14396,157,192,1
 14414,157,192,1
 14433,156,192,1
 14452,157,192,1
 14471,157,192,1
 14489,156,193,1
 14508,157,192,1
 14527,156,192,1
 14545,157,193,1
 14564,156,193,1
 14583,157,193,1
 14602,157,192,1
 14620,157,193,1
 14639,157,192,1
 14658,156,192,1
 14677,156,193,1
 14695,157,193,1
 14714,157,192,1
 14733,157,193,1
 14751,157,192,1
 14770,157,192,1
 14789,157,193,1
 14808,157,193,1
 14826,157,193,1
 14845,156,192,1
 14864,157,192,1
 14882,156,192,1
 14901,156,192,1
 14920,156,193,1
 14939,156,193,1
 14957,157,193,1
 14976,157,192,1
 14995,157,193,1
 15013,158,193,0
 15032,158,193,0
 15051,158,193,0
 15070,157,192,0
 15088,156,192,1
 15107,157,193,1
 15126,156,193,1
 15144,157,193,1
 15163,157,193,1
 15182,157,192,1
 15201,157,193,1
 15219,156,193,1
 15238,157,192,1
 15257,157,193,1
 15276,157,193,1
 15294,156,193,1
 15313,157,193,1
 15332,157,193,1
 15350,156,192,1
 15369,157,193,1
 15388,157,192,1
 15407,156,193,1
 15425,156,192,1
 15445,157,192,1
 15463,157,192,1
 15481,157,192,1
 15500,157,192,1
 15519,156,193,1
 15538,157,193,1
 15556,157,192,1
 15575,157,192,1
 15594,157,192,1
 15612,156,193,1
 15631,156,193,1
 15650,156,193,1
 15669,157,193,1
 15687,157,193,1
 15706,156,193,1
 15725,156,193,1
 15744,157,193,1
 15762,157,193,1
 15781,157,193,1
 15800,156,193,1
 15818,158,193,0
 15837,158,193,0
 15856,158,193,0
 15875,158,193,0
 15893,158,193,0
 15912,157,193,1
 15931,157,193,1
 15949,157,192,1
 15968,157,193,1
 15987,157,192,1
 16006,157,193,1
 16024,157,193,1
 16044,156,193,1
 16062,156,193,1
 16080,157,192,1
 16099,157,193,1
 16118,157,193,1
 16137,156,193,1
 16155,157,193,1
 16174,156,193,1
 16193,157,193,1
 16211,157,193,1
 16230,156,193,1
 16249,157,193,1
 16268,156,193,1
 16286,156,193,1
 16305,156,192,1
 16324,157,193,1
 16343,157,193,1
 16361,157,193,1
 16380,157,193,1
 16399,157,192,1
 16417,157,193,1
 16436,157,193,1
 16455,157,192,1
 16474,157,192,1
 16492,157,192,1
 16512,157,193,1
 16530,157,193,1
 16548,157,193,1
 16567,157,193,1
 16586,157,193,1
 16605,156,193,1
 16623,157,193,1
 16643,158,193,0
 16661,158,193,0
 16679,158,193,0
 16698,157,193,0
 16717,157,193,1
 16736,156,193,1
 16754,156,193,1
 16773,156,193,1
 16792,157,193,1
 16811,157,192,1
 16829,157,193,1
 16848,156,193,1
 16867,157,193,1
 16885,156,193,1
 16904,156,193,1
 16923,157,192,1
 16942,156,193,1
 16960,157,193,1
 16979,157,193,1
 16998,157,193,1
 17016,157,193,1
 17035,157,193,1
 17054,157,193,1
 17073,157,193,1
 17091,157,193,1
 17111,157,192,1
 17129,157,193,1
 17147,157,193,1
 17166,157,193,1
 17185,157,193,1
 17204,157,193,1
 17222,157,193,1
 17242,157,193,1
 17260,156,193,1
 17278,156,193,1
 17297,156,193,1
 17316,157,193,1
 17335,156,193,1
 17353,156,193,1
 17372,156,193,1
 17391,157,193,1
 17410,156,193,1
 17428,157,193,1
 17447,157,193,0
 17466,157,193,0
 17484,158,193,0
 17503,157,193,0
 17522,158,194,0
 17541,157,192,1
 17559,156,193,1
 17579,157,193,1
 17597,157,193,1
 17615,157,193,1
 17634,157,193,1
 17653,156,193,1
 17672,157,193,1
 17690,157,193,1
 17710,157,193,1
 17728,156,193,1
 17746,156,193,1
 17765,156,193,1
 17784,157,193,1
 17803,156,193,1
 17821,157,193,1
 17841,156,193,1
 17859,157,193,1
 17878,157,193,1
 17896,156,193,1
 17915,157,193,1
 17934,156,193,1
 17952,157,192,1
 17971,157,193,1
 17990,157,193,1
 18009,157,193,1
 18027,157,193,1
 18046,157,193,1
 18065,157,193,1
 18083,157,193,1
 18102,157,193,1
 18121,157,193,1
 18140,157,193,1
 18158,157,192,1
 18178,156,193,1
 18196,157,193,1
 18214,156,193,1
 18233,157,193,1
 18252,156,193,1
 18271,158,194,0
 18289,157,193,0
 18309,158,194,0
 18327,157,193,0
 18346,158,194,0
 18364,157,193,1
 18383,156,193,1
 18402,157,193,1
 18420,156,193,1
 18440,156,193,1
 18458,156,193,1
 18477,156,193,1
 18495,156,193,1
 18514,157,193,1
 18533,156,193,1
 18551,157,193,1
 18570,157,193,1
 18589,156,193,1
 18608,156,193,1
 18626,157,193,1
 18646,156,193,1
 18664,157,193,1
 18682,157,193,1
 18701,156,193,1
 18720,156,193,1
 18739,157,193,1
 18757,157,193,1
 18777,157,193,1
 18795,156,193,1
 18813,156,193,1
 18832,156,193,1
 18851,156,193,1
 18870,156,193,1
 18888,157,193,1
 18908,156,193,1
 18926,156,193,1
 18945,156,193,1
 18963,157,193,1
 18982,156,193,1
 19001,156,193,1
 19019,157,193,1
 19039,156,193,1
 19057,157,193,1
 19076,157,193,0
 19094,158,193,0
 19114,158,193,0
 19132,158,193,0
 19150,157,194,0
 19169,156,193,1
 19188,156,193,1
 19207,156,193,1
 19225,156,193,1
 19245,156,193,1
 19263,156,193,1
 19281,156,193,1
 19300,156,193,1
 19319,156,193,1
 19338,157,193,1
 19356,157,193,1
 19376,157,193,1
 19394,156,193,1
 19413,157,193,1
 19431,157,193,1
 19450,156,193,1
 19469,157,193,1
 19487,156,193,1
 19507,157,193,1
 19525,156,193,1
 19544,157,194,1
 19562,157,193,1
 19581,157,193,1
 19600,156,193,1
 19618,157,193,1
 19638,156,193,1
 19656,156,194,1
 19675,157,193,1
 19693,156,193,1
 19713,157,193,1
 19731,157,193,1
 19749,157,193,1
 19768,157,193,1
 19787,156,193,1
 19806,157,193,1
 19824,157,193,1
 19844,157,194,1
 19862,157,193,1
 19880,157,193,1
 19899,158,193,0
 19918,158,193,0
 19937,158,194,0
 19955,157,193,0
 19975,157,194,0
 19993,157,194,1
 20012,156,193,1
 20030,156,193,1
 20049,157,193,1
 20068,156,193,1
 20086,155,193,1
 20106,157,193,1
 20124,156,193,1
 20143,157,193,1
 20161,156,193,1
 20181,156,194,1
 20199,157,193,1
 20217,156,193,1
 20237,157,193,1
 20255,157,193,1
 20274,157,193,1
 20292,157,194,1
 20312,156,193,1
 20330,157,194,1
 20348,157,193,1
 20367,156,193,1
 20386,157,193,1
 20405,157,194,1
 20423,157,193,1
 20443,156,193,1
 20461,157,193,1
 20480,157,193,1
 20498,156,194,1
 20517,156,194,1
 20536,156,193,1
 20554,156,193,1
 20574,157,193,1
 20592,156,194,1
 20611,156,194,1
 20629,157,193,1
 20648,157,193,1
 20667,157,193,1
 20685,157,193,1
 20705,156,193,1
 20723,157,194,0
 20742,158,194,0
 20760,158,193,0
 20780,158,193,0
 20798,156,193,1
 20816,156,194,1
 20836,156,193,1
 20854,156,194,1
 20873,156,193,1
 20891,156,194,1
 20911,157,193,1
 20929,156,193,1
 20947,157,194,1
 20966,156,193,1
 20985,156,194,1
 21004,157,193,1
 21022,156,194,1
 21042,157,193,1
 21060,157,193,1
 21079,157,193,1
 21097,157,193,1
 21116,156,193,1
 21135,157,194,1
 21153,156,193,1
 21173,157,193,1
 21191,157,193,1
 21210,157,193,1
 21228,156,193,1
 21248,156,194,1
 21266,156,194,1
 21284,157,193,1
 21304,156,194,1
 21322,157,193,1
 21341,156,193,1
 21359,156,194,1
 21379,157,193,1
 21397,157,194,1
 21415,156,193,1
 21435,157,193,1
 21453,156,194,1
 21472,157,193,1
 21490,157,194,1
 21510,156,193,1
 21528,157,194,0
 21547,158,194,0
 21565,158,194,0
 21584,158,194,0
 21603,158,193,0
 21621,156,194,1
 21641,157,193,1
 21659,156,193,1
 21678,156,193,1
 21696,156,193,1
 21715,156,193,1
 21734,156,193,1
 21752,157,194,1
 21772,156,193,1
 21790,157,193,1
 21809,156,193,1
 21827,156,193,1
 21847,156,194,1
 21865,156,193,1
 21883,156,193,1
 21903,157,193,1
 21921,156,194,1
 21940,156,194,1
 21958,156,194,1
 21978,156,193,1
 21996,156,193,1
 22014,157,194,1
 22034,156,194,1
 22052,156,193,1
 22071,157,194,1
 22089,156,193,1
 22109,156,194,1
 22127,156,193,1
 22146,157,194,1
 22164,156,193,1
 22183,157,194,1
 22202,157,193,1
 22220,156,194,1
 22240,156,193,1
 22258,156,194,1
 22277,157,193,1
 22295,157,193,1
 22315,157,194,1
 22333,157,193,1
 22351,156,194,1
 22371,157,194,0
 22389,157,194,0
 22408,157,194,0
 22426,157,194,0
 22446,156,193,1
 22464,156,194,1
 22482,157,194,1
 22502,156,193,1
 22520,157,193,1
 22539,156,194,1
 22557,157,193,1
 22577,156,194,1
 22595,156,194,1
 22614,157,193,1
 22633,157,194,1
 22651,156,194,1
 22670,156,194,1
 22688,157,193,1
 22708,157,193,1
 22726,156,194,1
 22745,156,193,1
 22763,157,194,1
 22782,156,193,1
 22801,157,193,1
 22819,156,194,1
 22839,156,194,1
 22857,157,194,1
 22876,156,193,1
 22894,157,194,1
 22914,157,193,1
 22932,156,193,1
 22950,156,193,1
 22970,157,194,1
 22988,157,194,1
 23007,156,193,1
 23025,156,194,1
 23045,156,193,1
 23063,156,194,1
 23082,156,193,1
 23101,156,194,1
 23119,156,193,1
 23138,157,193,1
 23156,156,193,1
 23176,156,194,1
 23194,157,194,0
 23213,157,194,0
 23232,157,194,0
 23250,157,194,0
 23269,158,194,0
 23287,156,194,1
 23307,156,193,1
 23325,156,193,1
 23344,156,193,1
 23362,157,194,1
 23382,157,193,1
 23400,156,194,1
 23418,156,194,1
 23438,156,193,1
 23456,156,194,1
 23475,156,193,1
 23493,157,194,1
 23513,156,194,1
 23531,157,193,1
 23549,157,194,1
 23569,157,194,1
 23587,156,194,1
 23606,156,194,1
 23624,157,194,1
 23644,157,193,1
 23662,157,194,1
 23681,156,194,1
 23700,156,194,1
 23718,156,194,1
 23737,157,194,1
 23755,157,194,1
 23775,156,194,1
 23793,156,194,1
 23812,157,194,1
 23831,156,194,1
 23850,157,193,1
 23868,157,194,1
 23886,157,194,1
 23906,157,194,1
 23924,156,194,1
 23943,157,193,1
 23961,156,194,1
 23981,157,194,1
 23999,157,194,1
 24017,157,194,0
 24037,157,194,0
 24055,157,194,0
 24074,158,194,0
 24092,158,194,0
 24112,156,194,1
 24130,157,194,1
 24149,157,194,1
 24168,156,193,1
 24186,156,193,1
 24205,157,194,1
 24223,156,194,1
 24243,156,194,1
 24261,157,194,1
 24280,157,193,1
 24299,157,194,1
 24317,156,194,1
 24336,156,194,1
 24354,156,194,1
 24374,156,193,1
 24392,156,194,1
 24411,156,194,1
 24430,157,193,1
 24449,156,194,1
 24467,156,193,1
 24485,157,193,1
 24505,156,194,1
 24523,157,194,1
 24542,156,194,1
 24560,156,194,1
 24580,156,194,1
 24598,156,194,1
 24616,157,194,1
 24636,156,194,1
 24654,157,194,1
 24673,156,193,1
 24691,157,194,1
 24711,156,194,1
 24729,156,194,1
 24748,156,194,1
 24767,156,193,1
 24785,156,194,1
 24804,157,194,1
 24822,156,194,1
 24842,157,194,0
 24860,157,194,0
 24879,157,194,0
 24898,157,194,0
 24917,157,194,1
 24935,156,194,1
 24953,156,194,1
 24973,156,194,1
 24991,156,194,1
 25010,156,194,1
 25029,156,194,1
 25048,156,194,1
 25066,156,194,1
 25084,156,194,1
 25104,157,194,1
 25122,156,193,1
 25141,156,194,1
 25159,156,194,1
 25179,156,194,1
 25197,156,194,1
 25216,156,194,1
 25235,157,194,1
 25253,156,194,1
 25272,157,194,1
 25290,157,194,1
 25310,156,194,1
 25328,157,193,1
 25347,156,194,1
 25366,156,194,1
 25384,156,194,1
 25403,157,194,1
 25421,156,193,1
 25441,156,194,1
 25459,156,194,1
 25478,156,194,1
 25497,157,194,1
 25516,157,194,1
 25534,156,194,1
 25552,157,194,1
 25572,157,194,1
 25590,156,194,1
 25609,157,193,1
 25628,156,194,1
 25647,157,194,0
 25665,157,194,0
 25683,158,194,0
 25703,157,194,0
 25721,157,194,0
 25740,156,194,1
 25758,156,194,1
 25778,157,194,1
 25796,156,194,1
 25815,156,194,1
 25834,156,194,1
 25852,157,194,1
 25871,156,194,1
 25889,156,194,1
 25909,157,193,1
 25927,157,194,1
 25946,156,194,1
 25965,156,194,1
 25984,156,194,1
 26002,156,194,1
 26020,156,194,1
 26040,156,194,1
 26058,156,194,1
 26077,156,194,1
 26096,156,194,1
 26115,156,194,1
 26133,157,194,1
 26151,157,194,1
 26171,155,194,1
 26189,156,194,1
